STATEFP	DISTRICT	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
34	7	2011	HIVincidence	24.45	New Jersey	NJ
34	2	2011	HIVincidence	10.28	New Jersey	NJ
34	4	2011	HIVincidence	10.48	New Jersey	NJ
34	6	2011	HIVincidence	9.45	New Jersey	NJ
34	12	2012	HIVdiagnoses	227	New Jersey	NJ
34	3	2012	HIVdiagnoses	77	New Jersey	NJ
34	8	2012	HIVdiagnoses	688	New Jersey	NJ
34	2	2012	HIVdiagnoses	247	New Jersey	NJ
34	5	2012	HIVdiagnoses	153	New Jersey	NJ
34	6	2012	HIVdiagnoses	141	New Jersey	NJ
34	4	2012	HIVdiagnoses	141	New Jersey	NJ
34	9	2012	HIVdiagnoses	353	New Jersey	NJ
34	10	2012	HIVdiagnoses	625	New Jersey	NJ
34	11	2012	HIVdiagnoses	466	New Jersey	NJ
34	7	2012	HIVdiagnoses	488	New Jersey	NJ
34	1	2012	HIVdiagnoses	127	New Jersey	NJ
34	1	2012	HIVincidence	12.29	New Jersey	NJ
34	6	2012	HIVincidence	11.73	New Jersey	NJ
34	10	2012	HIVincidence	38.34	New Jersey	NJ
34	9	2012	HIVincidence	20.48	New Jersey	NJ
34	7	2012	HIVincidence	24.92	New Jersey	NJ
34	4	2012	HIVincidence	10.82	New Jersey	NJ
34	3	2012	HIVincidence	9.07	New Jersey	NJ
34	2	2012	HIVincidence	12.35	New Jersey	NJ
34	5	2012	HIVincidence	11.03	New Jersey	NJ
34	8	2012	HIVincidence	28.71	New Jersey	NJ
34	11	2012	HIVincidence	29.45	New Jersey	NJ
34	12	2012	HIVincidence	13.35	New Jersey	NJ
34	2	2013	HIVdiagnoses	206	New Jersey	NJ
34	12	2013	HIVdiagnoses	245	New Jersey	NJ
34	10	2013	HIVdiagnoses	569	New Jersey	NJ
34	4	2013	HIVdiagnoses	150	New Jersey	NJ
34	11	2013	HIVdiagnoses	407	New Jersey	NJ
34	7	2013	HIVdiagnoses	453	New Jersey	NJ
34	1	2013	HIVdiagnoses	114	New Jersey	NJ
34	9	2013	HIVdiagnoses	331	New Jersey	NJ
34	6	2013	HIVdiagnoses	129	New Jersey	NJ
34	8	2013	HIVdiagnoses	638	New Jersey	NJ
34	5	2013	HIVdiagnoses	154	New Jersey	NJ
34	3	2013	HIVdiagnoses	55	New Jersey	NJ
34	4	2013	HIVincidence	11.47	New Jersey	NJ
34	8	2013	HIVincidence	26.43	New Jersey	NJ
34	12	2013	HIVincidence	14.29	New Jersey	NJ
34	5	2013	HIVincidence	11.04	New Jersey	NJ
34	2	2013	HIVincidence	10.29	New Jersey	NJ
34	11	2013	HIVincidence	25.63	New Jersey	NJ
34	3	2013	HIVincidence	6.47	New Jersey	NJ
34	7	2013	HIVincidence	22.99	New Jersey	NJ
34	6	2013	HIVincidence	10.67	New Jersey	NJ
34	10	2013	HIVincidence	34.67	New Jersey	NJ
34	9	2013	HIVincidence	19.05	New Jersey	NJ
34	1	2013	HIVincidence	11.02	New Jersey	NJ
34	12	2014	HIVdiagnoses	251	New Jersey	NJ
34	3	2014	HIVdiagnoses	69	New Jersey	NJ
34	7	2014	HIVdiagnoses	472	New Jersey	NJ
34	9	2014	HIVdiagnoses	360	New Jersey	NJ
34	2	2014	HIVdiagnoses	211	New Jersey	NJ
34	6	2014	HIVdiagnoses	109	New Jersey	NJ
34	10	2014	HIVdiagnoses	588	New Jersey	NJ
34	8	2014	HIVdiagnoses	658	New Jersey	NJ
34	11	2014	HIVdiagnoses	436	New Jersey	NJ
34	1	2014	HIVdiagnoses	133	New Jersey	NJ
34	4	2014	HIVdiagnoses	138	New Jersey	NJ
34	5	2014	HIVdiagnoses	173	New Jersey	NJ
34	10	2014	HIVincidence	35.59	New Jersey	NJ
34	2	2014	HIVincidence	10.51	New Jersey	NJ
34	11	2014	HIVincidence	27.33	New Jersey	NJ
34	6	2014	HIVincidence	8.97	New Jersey	NJ
34	9	2014	HIVincidence	20.58	New Jersey	NJ
34	4	2014	HIVincidence	10.52	New Jersey	NJ
34	3	2014	HIVincidence	8.07	New Jersey	NJ
34	7	2014	HIVincidence	23.81	New Jersey	NJ
34	1	2014	HIVincidence	12.81	New Jersey	NJ
34	8	2014	HIVincidence	27.07	New Jersey	NJ
34	12	2014	HIVincidence	14.55	New Jersey	NJ
34	5	2014	HIVincidence	12.33	New Jersey	NJ
34	9	2015	HIVdiagnoses	311	New Jersey	NJ
34	2	2015	HIVdiagnoses	213	New Jersey	NJ
34	3	2015	HIVdiagnoses	67	New Jersey	NJ
34	4	2015	HIVdiagnoses	110	New Jersey	NJ
34	1	2015	HIVdiagnoses	119	New Jersey	NJ
34	7	2015	HIVdiagnoses	456	New Jersey	NJ
34	10	2015	HIVdiagnoses	552	New Jersey	NJ
34	6	2015	HIVdiagnoses	110	New Jersey	NJ
34	12	2015	HIVdiagnoses	237	New Jersey	NJ
34	8	2015	HIVdiagnoses	618	New Jersey	NJ
34	5	2015	HIVdiagnoses	147	New Jersey	NJ
34	11	2015	HIVdiagnoses	413	New Jersey	NJ
34	10	2015	HIVincidence	33.24	New Jersey	NJ
34	12	2015	HIVincidence	13.68	New Jersey	NJ
34	4	2015	HIVincidence	8.37	New Jersey	NJ
34	3	2015	HIVincidence	7.82	New Jersey	NJ
34	7	2015	HIVincidence	22.91	New Jersey	NJ
34	9	2015	HIVincidence	17.68	New Jersey	NJ
34	5	2015	HIVincidence	10.43	New Jersey	NJ
34	1	2015	HIVincidence	11.45	New Jersey	NJ
34	8	2015	HIVincidence	25.28	New Jersey	NJ
34	6	2015	HIVincidence	9.02	New Jersey	NJ
34	2	2015	HIVincidence	10.61	New Jersey	NJ
34	11	2015	HIVincidence	25.83	New Jersey	NJ
34	1	2016	HIVdiagnoses	102	New Jersey	NJ
34	11	2016	HIVdiagnoses	406	New Jersey	NJ
34	5	2016	HIVdiagnoses	148	New Jersey	NJ
34	3	2016	HIVdiagnoses	42	New Jersey	NJ
34	4	2016	HIVdiagnoses	112	New Jersey	NJ
34	9	2016	HIVdiagnoses	314	New Jersey	NJ
34	6	2016	HIVdiagnoses	118	New Jersey	NJ
34	7	2016	HIVdiagnoses	446	New Jersey	NJ
34	12	2016	HIVdiagnoses	229	New Jersey	NJ
34	10	2016	HIVdiagnoses	535	New Jersey	NJ
34	8	2016	HIVdiagnoses	604	New Jersey	NJ
34	2	2016	HIVdiagnoses	167	New Jersey	NJ
34	6	2016	HIVincidence	9.65	New Jersey	NJ
34	4	2016	HIVincidence	8.5	New Jersey	NJ
34	1	2016	HIVincidence	9.8	New Jersey	NJ
34	7	2016	HIVincidence	22.33	New Jersey	NJ
34	2	2016	HIVincidence	8.31	New Jersey	NJ
34	5	2016	HIVincidence	10.48	New Jersey	NJ
34	12	2016	HIVincidence	13.17	New Jersey	NJ
34	8	2016	HIVincidence	24.59	New Jersey	NJ
34	11	2016	HIVincidence	25.34	New Jersey	NJ
34	3	2016	HIVincidence	4.88	New Jersey	NJ
34	9	2016	HIVincidence	17.78	New Jersey	NJ
34	10	2016	HIVincidence	32.05	New Jersey	NJ
35	1	2010	HIVdiagnoses	73	New Mexico	NM
35	3	2010	HIVdiagnoses	86	New Mexico	NM
35	2	2010	HIVdiagnoses	90	New Mexico	NM
35	3	2010	HIVincidence	7.8	New Mexico	NM
35	2	2010	HIVincidence	7.78	New Mexico	NM
35	1	2010	HIVincidence	8.68	New Mexico	NM
35	2	2011	HIVdiagnoses	97	New Mexico	NM
35	1	2011	HIVdiagnoses	74	New Mexico	NM
35	3	2011	HIVdiagnoses	82	New Mexico	NM
35	2	2011	HIVincidence	8.31	New Mexico	NM
35	1	2011	HIVincidence	8.71	New Mexico	NM
35	3	2011	HIVincidence	7.38	New Mexico	NM
35	3	2012	HIVdiagnoses	77	New Mexico	NM
35	1	2012	HIVdiagnoses	63	New Mexico	NM
35	2	2012	HIVdiagnoses	68	New Mexico	NM
35	2	2012	HIVincidence	5.8	New Mexico	NM
35	1	2012	HIVincidence	7.36	New Mexico	NM
35	3	2012	HIVincidence	6.88	New Mexico	NM
35	3	2013	HIVdiagnoses	85	New Mexico	NM
35	1	2013	HIVdiagnoses	78	New Mexico	NM
35	2	2013	HIVdiagnoses	89	New Mexico	NM
35	1	2013	HIVincidence	9.05	New Mexico	NM
35	3	2013	HIVincidence	7.57	New Mexico	NM
35	2	2013	HIVincidence	7.56	New Mexico	NM
35	3	2014	HIVdiagnoses	79	New Mexico	NM
35	2	2014	HIVdiagnoses	86	New Mexico	NM
35	1	2014	HIVdiagnoses	73	New Mexico	NM
35	3	2014	HIVincidence	7.01	New Mexico	NM
35	1	2014	HIVincidence	8.43	New Mexico	NM
35	2	2014	HIVincidence	7.28	New Mexico	NM
35	3	2015	HIVdiagnoses	79	New Mexico	NM
35	1	2015	HIVdiagnoses	64	New Mexico	NM
35	2	2015	HIVdiagnoses	96	New Mexico	NM
35	1	2015	HIVincidence	7.35	New Mexico	NM
35	3	2015	HIVincidence	7.0	New Mexico	NM
35	2	2015	HIVincidence	8.1	New Mexico	NM
35	3	2016	HIVdiagnoses	72	New Mexico	NM
35	2	2016	HIVdiagnoses	66	New Mexico	NM
35	1	2016	HIVdiagnoses	62	New Mexico	NM
35	1	2016	HIVincidence	7.06	New Mexico	NM
35	3	2016	HIVincidence	6.35	New Mexico	NM
35	2	2016	HIVincidence	5.55	New Mexico	NM
36	10	2010	HIVdiagnoses	1815	New York	NY
36	24	2010	HIVdiagnoses	47	New York	NY
36	16	2010	HIVdiagnoses	798	New York	NY
36	18	2010	HIVdiagnoses	199	New York	NY
36	4	2010	HIVdiagnoses	107	New York	NY
36	22	2010	HIVdiagnoses	36	New York	NY
36	6	2010	HIVdiagnoses	566	New York	NY
36	19	2010	HIVdiagnoses	59	New York	NY
36	27	2010	HIVdiagnoses	209	New York	NY
36	26	2010	HIVdiagnoses	118	New York	NY
36	15	2010	HIVdiagnoses	663	New York	NY
36	14	2010	HIVdiagnoses	1229	New York	NY
36	11	2010	HIVdiagnoses	960	New York	NY
36	17	2010	HIVdiagnoses	159	New York	NY
36	9	2010	HIVdiagnoses	903	New York	NY
36	25	2010	HIVdiagnoses	85	New York	NY
36	8	2010	HIVdiagnoses	1469	New York	NY
36	1	2010	HIVdiagnoses	122	New York	NY
36	5	2010	HIVdiagnoses	673	New York	NY
36	23	2010	HIVdiagnoses	17	New York	NY
36	7	2010	HIVdiagnoses	2381	New York	NY
36	2	2010	HIVdiagnoses	229	New York	NY
36	13	2010	HIVdiagnoses	1575	New York	NY
36	12	2010	HIVdiagnoses	2381	New York	NY
36	20	2010	HIVdiagnoses	51	New York	NY
36	21	2010	HIVdiagnoses	21	New York	NY
36	3	2010	HIVdiagnoses	795	New York	NY
36	4	2010	HIVincidence	9.63	New York	NY
36	27	2010	HIVincidence	11.37	New York	NY
36	8	2010	HIVincidence	37.4	New York	NY
36	7	2010	HIVincidence	44.66	New York	NY
36	10	2010	HIVincidence	52.59	New York	NY
36	24	2010	HIVincidence	7.43	New York	NY
36	6	2010	HIVincidence	30.11	New York	NY
36	25	2010	HIVincidence	13.75	New York	NY
36	22	2010	HIVincidence	5.08	New York	NY
36	2	2010	HIVincidence	9.79	New York	NY
36	23	2010	HIVincidence	2.57	New York	NY
36	13	2010	HIVincidence	62.73	New York	NY
36	26	2010	HIVincidence	12.39	New York	NY
36	20	2010	HIVincidence	6.85	New York	NY
36	17	2010	HIVincidence	15.55	New York	NY
36	16	2010	HIVincidence	42.33	New York	NY
36	1	2010	HIVincidence	9.94	New York	NY
36	21	2010	HIVincidence	2.79	New York	NY
36	11	2010	HIVincidence	39.43	New York	NY
36	12	2010	HIVincidence	44.66	New York	NY
36	3	2010	HIVincidence	18.85	New York	NY
36	18	2010	HIVincidence	14.15	New York	NY
36	15	2010	HIVincidence	59.88	New York	NY
36	5	2010	HIVincidence	22.5	New York	NY
36	9	2010	HIVincidence	44.1	New York	NY
36	19	2010	HIVincidence	5.71	New York	NY
36	14	2010	HIVincidence	41.14	New York	NY
36	21	2011	HIVdiagnoses	11	New York	NY
36	11	2011	HIVdiagnoses	942	New York	NY
36	5	2011	HIVdiagnoses	629	New York	NY
36	10	2011	HIVdiagnoses	1738	New York	NY
36	1	2011	HIVdiagnoses	107	New York	NY
36	22	2011	HIVdiagnoses	23	New York	NY
36	23	2011	HIVdiagnoses	11	New York	NY
36	8	2011	HIVdiagnoses	1411	New York	NY
36	20	2011	HIVdiagnoses	62	New York	NY
36	12	2011	HIVdiagnoses	2241	New York	NY
36	18	2011	HIVdiagnoses	167	New York	NY
36	25	2011	HIVdiagnoses	106	New York	NY
36	19	2011	HIVdiagnoses	76	New York	NY
36	17	2011	HIVdiagnoses	144	New York	NY
36	13	2011	HIVdiagnoses	1485	New York	NY
36	16	2011	HIVdiagnoses	769	New York	NY
36	3	2011	HIVdiagnoses	736	New York	NY
36	4	2011	HIVdiagnoses	126	New York	NY
36	6	2011	HIVdiagnoses	503	New York	NY
36	9	2011	HIVdiagnoses	908	New York	NY
36	24	2011	HIVdiagnoses	59	New York	NY
36	7	2011	HIVdiagnoses	2241	New York	NY
36	15	2011	HIVdiagnoses	655	New York	NY
36	26	2011	HIVdiagnoses	110	New York	NY
36	14	2011	HIVdiagnoses	1158	New York	NY
36	27	2011	HIVdiagnoses	228	New York	NY
36	2	2011	HIVdiagnoses	233	New York	NY
36	6	2011	HIVincidence	26.49	New York	NY
36	14	2011	HIVincidence	38.4	New York	NY
36	16	2011	HIVincidence	40.43	New York	NY
36	27	2011	HIVincidence	12.36	New York	NY
36	10	2011	HIVincidence	49.75	New York	NY
36	13	2011	HIVincidence	58.52	New York	NY
36	23	2011	HIVincidence	1.66	New York	NY
36	3	2011	HIVincidence	17.31	New York	NY
36	11	2011	HIVincidence	38.28	New York	NY
36	1	2011	HIVincidence	8.65	New York	NY
36	7	2011	HIVincidence	41.56	New York	NY
36	17	2011	HIVincidence	13.94	New York	NY
36	25	2011	HIVincidence	17.04	New York	NY
36	2	2011	HIVincidence	9.9	New York	NY
36	4	2011	HIVincidence	11.27	New York	NY
36	8	2011	HIVincidence	35.53	New York	NY
36	18	2011	HIVincidence	11.78	New York	NY
36	20	2011	HIVincidence	8.29	New York	NY
36	15	2011	HIVincidence	58.66	New York	NY
36	26	2011	HIVincidence	11.53	New York	NY
36	9	2011	HIVincidence	43.82	New York	NY
36	5	2011	HIVincidence	20.85	New York	NY
36	12	2011	HIVincidence	41.56	New York	NY
36	24	2011	HIVincidence	9.31	New York	NY
36	22	2011	HIVincidence	3.25	New York	NY
36	21	2011	HIVincidence	1.46	New York	NY
36	19	2011	HIVincidence	7.34	New York	NY
36	15	2012	HIVdiagnoses	579	New York	NY
36	21	2012	HIVdiagnoses	6	New York	NY
36	26	2012	HIVdiagnoses	104	New York	NY
36	8	2012	HIVdiagnoses	1319	New York	NY
36	19	2012	HIVdiagnoses	41	New York	NY
36	24	2012	HIVdiagnoses	48	New York	NY
36	23	2012	HIVdiagnoses	27	New York	NY
36	27	2012	HIVdiagnoses	191	New York	NY
36	18	2012	HIVdiagnoses	152	New York	NY
36	11	2012	HIVdiagnoses	848	New York	NY
36	12	2012	HIVdiagnoses	2129	New York	NY
36	5	2012	HIVdiagnoses	635	New York	NY
36	13	2012	HIVdiagnoses	1389	New York	NY
36	25	2012	HIVdiagnoses	79	New York	NY
36	20	2012	HIVdiagnoses	65	New York	NY
36	17	2012	HIVdiagnoses	132	New York	NY
36	1	2012	HIVdiagnoses	86	New York	NY
36	7	2012	HIVdiagnoses	2129	New York	NY
36	3	2012	HIVdiagnoses	721	New York	NY
36	16	2012	HIVdiagnoses	688	New York	NY
36	9	2012	HIVdiagnoses	809	New York	NY
36	22	2012	HIVdiagnoses	24	New York	NY
36	2	2012	HIVdiagnoses	211	New York	NY
36	4	2012	HIVdiagnoses	125	New York	NY
36	6	2012	HIVdiagnoses	510	New York	NY
36	14	2012	HIVdiagnoses	1089	New York	NY
36	10	2012	HIVdiagnoses	1619	New York	NY
36	18	2012	HIVincidence	10.68	New York	NY
36	17	2012	HIVincidence	12.69	New York	NY
36	10	2012	HIVincidence	45.88	New York	NY
36	6	2012	HIVincidence	26.67	New York	NY
36	24	2012	HIVincidence	7.57	New York	NY
36	23	2012	HIVincidence	4.06	New York	NY
36	1	2012	HIVincidence	6.93	New York	NY
36	16	2012	HIVincidence	35.84	New York	NY
36	7	2012	HIVincidence	39.13	New York	NY
36	12	2012	HIVincidence	39.13	New York	NY
36	8	2012	HIVincidence	32.91	New York	NY
36	14	2012	HIVincidence	35.8	New York	NY
36	2	2012	HIVincidence	8.93	New York	NY
36	26	2012	HIVincidence	10.88	New York	NY
36	21	2012	HIVincidence	0.79	New York	NY
36	11	2012	HIVincidence	34.14	New York	NY
36	20	2012	HIVincidence	8.64	New York	NY
36	25	2012	HIVincidence	12.65	New York	NY
36	3	2012	HIVincidence	16.86	New York	NY
36	27	2012	HIVincidence	10.33	New York	NY
36	19	2012	HIVincidence	3.96	New York	NY
36	13	2012	HIVincidence	54.19	New York	NY
36	9	2012	HIVincidence	38.62	New York	NY
36	5	2012	HIVincidence	20.92	New York	NY
36	22	2012	HIVincidence	3.4	New York	NY
36	4	2012	HIVincidence	11.13	New York	NY
36	15	2012	HIVincidence	51.27	New York	NY
36	5	2013	HIVdiagnoses	576	New York	NY
36	12	2013	HIVdiagnoses	1878	New York	NY
36	18	2013	HIVdiagnoses	143	New York	NY
36	13	2013	HIVdiagnoses	1231	New York	NY
36	11	2013	HIVdiagnoses	774	New York	NY
36	20	2013	HIVdiagnoses	42	New York	NY
36	3	2013	HIVdiagnoses	685	New York	NY
36	19	2013	HIVdiagnoses	71	New York	NY
36	27	2013	HIVdiagnoses	178	New York	NY
36	26	2013	HIVdiagnoses	111	New York	NY
36	17	2013	HIVdiagnoses	132	New York	NY
36	23	2013	HIVdiagnoses	7	New York	NY
36	2	2013	HIVdiagnoses	219	New York	NY
36	24	2013	HIVdiagnoses	44	New York	NY
36	1	2013	HIVdiagnoses	109	New York	NY
36	7	2013	HIVdiagnoses	1878	New York	NY
36	10	2013	HIVdiagnoses	1412	New York	NY
36	14	2013	HIVdiagnoses	1006	New York	NY
36	21	2013	HIVdiagnoses	27	New York	NY
36	16	2013	HIVdiagnoses	645	New York	NY
36	9	2013	HIVdiagnoses	721	New York	NY
36	8	2013	HIVdiagnoses	1187	New York	NY
36	6	2013	HIVdiagnoses	466	New York	NY
36	22	2013	HIVdiagnoses	16	New York	NY
36	15	2013	HIVdiagnoses	540	New York	NY
36	4	2013	HIVdiagnoses	110	New York	NY
36	25	2013	HIVdiagnoses	67	New York	NY
36	27	2013	HIVincidence	9.61	New York	NY
36	4	2013	HIVincidence	9.75	New York	NY
36	14	2013	HIVincidence	32.79	New York	NY
36	17	2013	HIVincidence	12.58	New York	NY
36	2	2013	HIVincidence	9.22	New York	NY
36	16	2013	HIVincidence	33.28	New York	NY
36	11	2013	HIVincidence	30.92	New York	NY
36	26	2013	HIVincidence	11.59	New York	NY
36	3	2013	HIVincidence	15.92	New York	NY
36	18	2013	HIVincidence	9.98	New York	NY
36	5	2013	HIVincidence	18.85	New York	NY
36	21	2013	HIVincidence	3.55	New York	NY
36	7	2013	HIVincidence	34.29	New York	NY
36	10	2013	HIVincidence	39.78	New York	NY
36	19	2013	HIVincidence	6.87	New York	NY
36	8	2013	HIVincidence	29.38	New York	NY
36	9	2013	HIVincidence	34.13	New York	NY
36	25	2013	HIVincidence	10.69	New York	NY
36	24	2013	HIVincidence	6.92	New York	NY
36	13	2013	HIVincidence	47.75	New York	NY
36	20	2013	HIVincidence	5.56	New York	NY
36	23	2013	HIVincidence	1.05	New York	NY
36	1	2013	HIVincidence	8.74	New York	NY
36	22	2013	HIVincidence	2.27	New York	NY
36	12	2013	HIVincidence	34.29	New York	NY
36	15	2013	HIVincidence	47.35	New York	NY
36	6	2013	HIVincidence	24.18	New York	NY
36	27	2014	HIVdiagnoses	163	New York	NY
36	16	2014	HIVdiagnoses	643	New York	NY
36	7	2014	HIVdiagnoses	1923	New York	NY
36	20	2014	HIVdiagnoses	49	New York	NY
36	25	2014	HIVdiagnoses	64	New York	NY
36	4	2014	HIVdiagnoses	129	New York	NY
36	11	2014	HIVdiagnoses	805	New York	NY
36	24	2014	HIVdiagnoses	53	New York	NY
36	2	2014	HIVdiagnoses	129	New York	NY
36	17	2014	HIVdiagnoses	148	New York	NY
36	26	2014	HIVdiagnoses	99	New York	NY
36	6	2014	HIVdiagnoses	495	New York	NY
36	18	2014	HIVdiagnoses	161	New York	NY
36	9	2014	HIVdiagnoses	759	New York	NY
36	23	2014	HIVdiagnoses	11	New York	NY
36	3	2014	HIVdiagnoses	624	New York	NY
36	21	2014	HIVdiagnoses	13	New York	NY
36	8	2014	HIVdiagnoses	1254	New York	NY
36	14	2014	HIVdiagnoses	1016	New York	NY
36	15	2014	HIVdiagnoses	521	New York	NY
36	22	2014	HIVdiagnoses	18	New York	NY
36	1	2014	HIVdiagnoses	129	New York	NY
36	5	2014	HIVdiagnoses	624	New York	NY
36	13	2014	HIVdiagnoses	1190	New York	NY
36	12	2014	HIVdiagnoses	1923	New York	NY
36	10	2014	HIVdiagnoses	1428	New York	NY
36	19	2014	HIVdiagnoses	62	New York	NY
36	23	2014	HIVincidence	1.66	New York	NY
36	3	2014	HIVincidence	14.43	New York	NY
36	19	2014	HIVincidence	6.01	New York	NY
36	15	2014	HIVincidence	45.27	New York	NY
36	21	2014	HIVincidence	1.71	New York	NY
36	5	2014	HIVincidence	20.29	New York	NY
36	22	2014	HIVincidence	2.56	New York	NY
36	24	2014	HIVincidence	8.34	New York	NY
36	2	2014	HIVincidence	5.41	New York	NY
36	8	2014	HIVincidence	30.82	New York	NY
36	9	2014	HIVincidence	35.69	New York	NY
36	27	2014	HIVincidence	8.78	New York	NY
36	10	2014	HIVincidence	40.02	New York	NY
36	6	2014	HIVincidence	25.49	New York	NY
36	1	2014	HIVincidence	10.32	New York	NY
36	18	2014	HIVincidence	11.18	New York	NY
36	26	2014	HIVincidence	10.31	New York	NY
36	4	2014	HIVincidence	11.38	New York	NY
36	16	2014	HIVincidence	32.92	New York	NY
36	7	2014	HIVincidence	34.9	New York	NY
36	12	2014	HIVincidence	34.9	New York	NY
36	14	2014	HIVincidence	32.85	New York	NY
36	20	2014	HIVincidence	6.46	New York	NY
36	25	2014	HIVincidence	10.2	New York	NY
36	11	2014	HIVincidence	31.95	New York	NY
36	17	2014	HIVincidence	14.01	New York	NY
36	13	2014	HIVincidence	45.9	New York	NY
36	20	2015	HIVdiagnoses	48	New York	NY
36	12	2015	HIVdiagnoses	1746	New York	NY
36	24	2015	HIVdiagnoses	42	New York	NY
36	10	2015	HIVdiagnoses	1263	New York	NY
36	2	2015	HIVdiagnoses	203	New York	NY
36	16	2015	HIVdiagnoses	633	New York	NY
36	8	2015	HIVdiagnoses	1153	New York	NY
36	1	2015	HIVdiagnoses	95	New York	NY
36	15	2015	HIVdiagnoses	540	New York	NY
36	26	2015	HIVdiagnoses	130	New York	NY
36	21	2015	HIVdiagnoses	16	New York	NY
36	4	2015	HIVdiagnoses	108	New York	NY
36	9	2015	HIVdiagnoses	670	New York	NY
36	5	2015	HIVdiagnoses	591	New York	NY
36	3	2015	HIVdiagnoses	686	New York	NY
36	18	2015	HIVdiagnoses	120	New York	NY
36	22	2015	HIVdiagnoses	41	New York	NY
36	6	2015	HIVdiagnoses	483	New York	NY
36	14	2015	HIVdiagnoses	1023	New York	NY
36	25	2015	HIVdiagnoses	71	New York	NY
36	19	2015	HIVdiagnoses	46	New York	NY
36	27	2015	HIVdiagnoses	206	New York	NY
36	23	2015	HIVdiagnoses	5	New York	NY
36	11	2015	HIVdiagnoses	716	New York	NY
36	17	2015	HIVdiagnoses	105	New York	NY
36	13	2015	HIVdiagnoses	1133	New York	NY
36	7	2015	HIVdiagnoses	1746	New York	NY
36	16	2015	HIVincidence	32.18	New York	NY
36	23	2015	HIVincidence	0.76	New York	NY
36	20	2015	HIVincidence	6.31	New York	NY
36	27	2015	HIVincidence	11.1	New York	NY
36	8	2015	HIVincidence	28.19	New York	NY
36	1	2015	HIVincidence	7.58	New York	NY
36	9	2015	HIVincidence	31.35	New York	NY
36	10	2015	HIVincidence	35.24	New York	NY
36	7	2015	HIVincidence	31.54	New York	NY
36	6	2015	HIVincidence	24.74	New York	NY
36	14	2015	HIVincidence	32.85	New York	NY
36	26	2015	HIVincidence	13.55	New York	NY
36	19	2015	HIVincidence	4.47	New York	NY
36	15	2015	HIVincidence	46.5	New York	NY
36	24	2015	HIVincidence	6.62	New York	NY
36	3	2015	HIVincidence	15.8	New York	NY
36	18	2015	HIVincidence	8.3	New York	NY
36	25	2015	HIVincidence	11.31	New York	NY
36	5	2015	HIVincidence	19.13	New York	NY
36	22	2015	HIVincidence	5.86	New York	NY
36	12	2015	HIVincidence	31.54	New York	NY
36	21	2015	HIVincidence	2.11	New York	NY
36	11	2015	HIVincidence	28.29	New York	NY
36	2	2015	HIVincidence	8.5	New York	NY
36	13	2015	HIVincidence	43.44	New York	NY
36	4	2015	HIVincidence	9.51	New York	NY
36	17	2015	HIVincidence	9.89	New York	NY
36	25	2016	HIVdiagnoses	51	New York	NY
36	19	2016	HIVdiagnoses	59	New York	NY
36	16	2016	HIVdiagnoses	627	New York	NY
36	12	2016	HIVdiagnoses	1508	New York	NY
36	9	2016	HIVdiagnoses	588	New York	NY
36	8	2016	HIVdiagnoses	1049	New York	NY
36	10	2016	HIVdiagnoses	1047	New York	NY
36	18	2016	HIVdiagnoses	154	New York	NY
36	6	2016	HIVdiagnoses	461	New York	NY
36	26	2016	HIVdiagnoses	92	New York	NY
36	5	2016	HIVdiagnoses	570	New York	NY
36	4	2016	HIVdiagnoses	109	New York	NY
36	23	2016	HIVdiagnoses	12	New York	NY
36	2	2016	HIVdiagnoses	216	New York	NY
36	20	2016	HIVdiagnoses	58	New York	NY
36	15	2016	HIVdiagnoses	533	New York	NY
36	13	2016	HIVdiagnoses	992	New York	NY
36	1	2016	HIVdiagnoses	107	New York	NY
36	11	2016	HIVdiagnoses	652	New York	NY
36	17	2016	HIVdiagnoses	116	New York	NY
36	3	2016	HIVdiagnoses	677	New York	NY
36	21	2016	HIVdiagnoses	5	New York	NY
36	14	2016	HIVdiagnoses	994	New York	NY
36	7	2016	HIVdiagnoses	1508	New York	NY
36	22	2016	HIVdiagnoses	26	New York	NY
36	24	2016	HIVdiagnoses	30	New York	NY
36	27	2016	HIVdiagnoses	143	New York	NY
36	13	2016	HIVincidence	37.9	New York	NY
36	10	2016	HIVincidence	29.15	New York	NY
36	12	2016	HIVincidence	27.18	New York	NY
36	9	2016	HIVincidence	27.45	New York	NY
36	22	2016	HIVincidence	3.74	New York	NY
36	11	2016	HIVincidence	25.69	New York	NY
36	19	2016	HIVincidence	5.75	New York	NY
36	21	2016	HIVincidence	0.66	New York	NY
36	24	2016	HIVincidence	4.75	New York	NY
36	20	2016	HIVincidence	7.61	New York	NY
36	2	2016	HIVincidence	9.04	New York	NY
36	17	2016	HIVincidence	10.89	New York	NY
36	3	2016	HIVincidence	15.57	New York	NY
36	27	2016	HIVincidence	7.72	New York	NY
36	14	2016	HIVincidence	31.81	New York	NY
36	16	2016	HIVincidence	31.72	New York	NY
36	6	2016	HIVincidence	23.55	New York	NY
36	18	2016	HIVincidence	10.61	New York	NY
36	5	2016	HIVincidence	18.41	New York	NY
36	8	2016	HIVincidence	25.59	New York	NY
36	26	2016	HIVincidence	9.61	New York	NY
36	7	2016	HIVincidence	27.18	New York	NY
36	1	2016	HIVincidence	8.55	New York	NY
36	4	2016	HIVincidence	9.57	New York	NY
36	15	2016	HIVincidence	45.64	New York	NY
