STATEFP	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
18	2009	HIVdiagnoses	464	Indiana	IN
18	2010	HIVincidence	9.1	Indiana	IN
18	2010	HIVdiagnoses	487	Indiana	IN
18	2011	HIVincidence	8.7	Indiana	IN
18	2011	HIVdiagnoses	467	Indiana	IN
18	2012	HIVincidence	9.2	Indiana	IN
18	2012	HIVdiagnoses	495	Indiana	IN
18	2013	HIVincidence	8.7	Indiana	IN
18	2013	HIVdiagnoses	475	Indiana	IN
18	2014	HIVincidence	8.4	Indiana	IN
18	2014	HIVdiagnoses	461	Indiana	IN
18	2015	HIVincidence	11.5	Indiana	IN
18	2015	HIVdiagnoses	633	Indiana	IN
18	2016	HIVincidence	8.8	Indiana	IN
18	2016	HIVdiagnoses	483	Indiana	IN
19	2008	HIVincidence	3.9	Iowa	IA
19	2008	HIVdiagnoses	96	Iowa	IA
19	2009	HIVincidence	4.8	Iowa	IA
19	2009	HIVdiagnoses	120	Iowa	IA
19	2010	HIVincidence	4.5	Iowa	IA
19	2010	HIVdiagnoses	113	Iowa	IA
19	2011	HIVincidence	4.5	Iowa	IA
19	2011	HIVdiagnoses	115	Iowa	IA
19	2012	HIVincidence	4.5	Iowa	IA
19	2012	HIVdiagnoses	116	Iowa	IA
19	2013	HIVincidence	4.7	Iowa	IA
19	2013	HIVdiagnoses	121	Iowa	IA
19	2014	HIVincidence	3.6	Iowa	IA
19	2014	HIVdiagnoses	94	Iowa	IA
19	2015	HIVincidence	4.8	Iowa	IA
19	2015	HIVdiagnoses	124	Iowa	IA
19	2016	HIVincidence	5.1	Iowa	IA
19	2016	HIVdiagnoses	133	Iowa	IA
20	2008	HIVincidence	6.2	Kansas	KS
20	2008	HIVdiagnoses	141	Kansas	KS
20	2009	HIVincidence	6.6	Kansas	KS
20	2009	HIVdiagnoses	152	Kansas	KS
20	2010	HIVincidence	5.8	Kansas	KS
20	2010	HIVdiagnoses	136	Kansas	KS
20	2011	HIVincidence	5.8	Kansas	KS
20	2011	HIVdiagnoses	135	Kansas	KS
20	2012	HIVincidence	6.5	Kansas	KS
20	2012	HIVdiagnoses	152	Kansas	KS
20	2013	HIVincidence	6.3	Kansas	KS
20	2013	HIVdiagnoses	148	Kansas	KS
20	2014	HIVincidence	5.5	Kansas	KS
20	2014	HIVdiagnoses	130	Kansas	KS
20	2015	HIVincidence	6.5	Kansas	KS
20	2015	HIVdiagnoses	154	Kansas	KS
20	2016	HIVincidence	5.9	Kansas	KS
20	2016	HIVdiagnoses	141	Kansas	KS
21	2008	HIVincidence	9.8	Kentucky	KY
21	2008	HIVdiagnoses	350	Kentucky	KY
21	2009	HIVincidence	9.6	Kentucky	KY
21	2009	HIVdiagnoses	345	Kentucky	KY
21	2010	HIVincidence	9.3	Kentucky	KY
21	2010	HIVdiagnoses	336	Kentucky	KY
21	2011	HIVincidence	8.5	Kentucky	KY
21	2011	HIVdiagnoses	310	Kentucky	KY
21	2012	HIVincidence	9.9	Kentucky	KY
21	2012	HIVdiagnoses	360	Kentucky	KY
21	2013	HIVincidence	9.7	Kentucky	KY
21	2013	HIVdiagnoses	356	Kentucky	KY
21	2014	HIVincidence	9.3	Kentucky	KY
21	2014	HIVdiagnoses	341	Kentucky	KY
21	2015	HIVincidence	9.2	Kentucky	KY
21	2015	HIVdiagnoses	341	Kentucky	KY
21	2016	HIVincidence	8.6	Kentucky	KY
21	2016	HIVdiagnoses	319	Kentucky	KY
22	2008	HIVincidence	29.5	Louisiana	LA
22	2008	HIVdiagnoses	1077	Louisiana	LA
22	2009	HIVincidence	32.3	Louisiana	LA
22	2009	HIVdiagnoses	1189	Louisiana	LA
22	2010	HIVincidence	29.7	Louisiana	LA
22	2010	HIVdiagnoses	1110	Louisiana	LA
22	2011	HIVincidence	32	Louisiana	LA
22	2011	HIVdiagnoses	1204	Louisiana	LA
22	2012	HIVincidence	27.1	Louisiana	LA
22	2012	HIVdiagnoses	1029	Louisiana	LA
22	2013	HIVincidence	29.7	Louisiana	LA
22	2013	HIVdiagnoses	1133	Louisiana	LA
22	2014	HIVincidence	31.5	Louisiana	LA
22	2014	HIVdiagnoses	1211	Louisiana	LA
22	2015	HIVincidence	28.8	Louisiana	LA
22	2015	HIVdiagnoses	1112	Louisiana	LA
22	2016	HIVincidence	29.7	Louisiana	LA
22	2016	HIVdiagnoses	1151	Louisiana	LA
23	2008	HIVincidence	4	Maine	ME
23	2008	HIVdiagnoses	45	Maine	ME
23	2009	HIVincidence	4.9	Maine	ME
23	2009	HIVdiagnoses	55	Maine	ME
23	2010	HIVincidence	4.9	Maine	ME
23	2010	HIVdiagnoses	56	Maine	ME
23	2011	HIVincidence	4.3	Maine	ME
23	2011	HIVdiagnoses	49	Maine	ME
23	2012	HIVincidence	4.1	Maine	ME
23	2012	HIVdiagnoses	47	Maine	ME
23	2013	HIVincidence	2.8	Maine	ME
23	2013	HIVdiagnoses	32	Maine	ME
23	2014	HIVincidence	4.8	Maine	ME
23	2014	HIVdiagnoses	55	Maine	ME
23	2015	HIVincidence	4	Maine	ME
23	2015	HIVdiagnoses	46	Maine	ME
23	2016	HIVincidence	4.3	Maine	ME
23	2016	HIVdiagnoses	50	Maine	ME
24	2008	HIVincidence	45.2	Maryland	MD
24	2008	HIVdiagnoses	2122	Maryland	MD
24	2009	HIVincidence	37.1	Maryland	MD
24	2009	HIVdiagnoses	1755	Maryland	MD
24	2010	HIVincidence	37.5	Maryland	MD
24	2010	HIVdiagnoses	1809	Maryland	MD
24	2011	HIVincidence	30.1	Maryland	MD
24	2011	HIVdiagnoses	1469	Maryland	MD
24	2012	HIVincidence	27.6	Maryland	MD
24	2012	HIVdiagnoses	1362	Maryland	MD
24	2013	HIVincidence	26.6	Maryland	MD
24	2013	HIVdiagnoses	1323	Maryland	MD
24	2014	HIVincidence	25.3	Maryland	MD
24	2014	HIVdiagnoses	1266	Maryland	MD
24	2015	HIVincidence	23.7	Maryland	MD
24	2015	HIVdiagnoses	1193	Maryland	MD
24	2016	HIVincidence	21.7	Maryland	MD
24	2016	HIVdiagnoses	1097	Maryland	MD
25	2008	HIVincidence	13.6	Massachusetts	MA
25	2008	HIVdiagnoses	750	Massachusetts	MA
25	2009	HIVincidence	12.5	Massachusetts	MA
25	2009	HIVdiagnoses	699	Massachusetts	MA
25	2010	HIVincidence	12.8	Massachusetts	MA
25	2010	HIVdiagnoses	714	Massachusetts	MA
25	2011	HIVincidence	12.6	Massachusetts	MA
25	2011	HIVdiagnoses	706	Massachusetts	MA
25	2012	HIVincidence	12.4	Massachusetts	MA
25	2012	HIVdiagnoses	702	Massachusetts	MA
25	2013	HIVincidence	12	Massachusetts	MA
25	2013	HIVdiagnoses	689	Massachusetts	MA
25	2014	HIVincidence	11.4	Massachusetts	MA
25	2014	HIVdiagnoses	659	Massachusetts	MA
25	2015	HIVincidence	10.5	Massachusetts	MA
25	2015	HIVdiagnoses	612	Massachusetts	MA
25	2016	HIVincidence	12.1	Massachusetts	MA
25	2016	HIVdiagnoses	710	Massachusetts	MA
26	2008	HIVincidence	9.4	Michigan	MI
26	2008	HIVdiagnoses	782	Michigan	MI
26	2009	HIVincidence	9.7	Michigan	MI
26	2009	HIVdiagnoses	807	Michigan	MI
26	2010	HIVincidence	9.3	Michigan	MI
26	2010	HIVdiagnoses	766	Michigan	MI
26	2011	HIVincidence	9.4	Michigan	MI
26	2011	HIVdiagnoses	773	Michigan	MI
26	2012	HIVincidence	9.6	Michigan	MI
26	2012	HIVdiagnoses	795	Michigan	MI
26	2013	HIVincidence	9.1	Michigan	MI
26	2013	HIVdiagnoses	754	Michigan	MI
26	2014	HIVincidence	9.4	Michigan	MI
26	2014	HIVdiagnoses	782	Michigan	MI
26	2015	HIVincidence	8.7	Michigan	MI
26	2015	HIVdiagnoses	726	Michigan	MI
26	2016	HIVincidence	8.9	Michigan	MI
26	2016	HIVdiagnoses	747	Michigan	MI
27	2008	HIVincidence	7.7	Minnesota	MN
27	2008	HIVdiagnoses	332	Minnesota	MN
27	2009	HIVincidence	8.8	Minnesota	MN
27	2009	HIVdiagnoses	382	Minnesota	MN
27	2010	HIVincidence	7.7	Minnesota	MN
27	2010	HIVdiagnoses	338	Minnesota	MN
27	2011	HIVincidence	6.7	Minnesota	MN
27	2011	HIVdiagnoses	297	Minnesota	MN
27	2012	HIVincidence	7	Minnesota	MN
27	2012	HIVdiagnoses	313	Minnesota	MN
27	2013	HIVincidence	6.8	Minnesota	MN
27	2013	HIVdiagnoses	307	Minnesota	MN
27	2014	HIVincidence	6.7	Minnesota	MN
27	2014	HIVdiagnoses	305	Minnesota	MN
27	2015	HIVincidence	6.5	Minnesota	MN
27	2015	HIVdiagnoses	294	Minnesota	MN
27	2016	HIVincidence	6.2	Minnesota	MN
27	2016	HIVdiagnoses	286	Minnesota	MN
28	2008	HIVincidence	21.7	Mississippi	MS
28	2008	HIVdiagnoses	518	Mississippi	MS
28	2009	HIVincidence	20.7	Mississippi	MS
28	2009	HIVdiagnoses	497	Mississippi	MS
28	2010	HIVincidence	18.9	Mississippi	MS
28	2010	HIVdiagnoses	458	Mississippi	MS
28	2011	HIVincidence	21.6	Mississippi	MS
28	2011	HIVdiagnoses	526	Mississippi	MS
28	2012	HIVincidence	18.3	Mississippi	MS
28	2012	HIVdiagnoses	448	Mississippi	MS
28	2013	HIVincidence	19.4	Mississippi	MS
28	2013	HIVdiagnoses	477	Mississippi	MS
28	2014	HIVincidence	19.4	Mississippi	MS
28	2014	HIVdiagnoses	479	Mississippi	MS
28	2015	HIVincidence	20.5	Mississippi	MS
28	2015	HIVdiagnoses	507	Mississippi	MS
28	2016	HIVincidence	17.1	Mississippi	MS
28	2016	HIVdiagnoses	424	Mississippi	MS
29	2008	HIVincidence	11.1	Missouri	MO
29	2008	HIVdiagnoses	547	Missouri	MO
29	2009	HIVincidence	10.5	Missouri	MO
29	2009	HIVdiagnoses	521	Missouri	MO
29	2010	HIVincidence	11.5	Missouri	MO
29	2010	HIVdiagnoses	573	Missouri	MO
29	2011	HIVincidence	10.5	Missouri	MO
29	2011	HIVdiagnoses	524	Missouri	MO
29	2012	HIVincidence	10.5	Missouri	MO
29	2012	HIVdiagnoses	528	Missouri	MO
29	2013	HIVincidence	9.2	Missouri	MO
29	2013	HIVdiagnoses	463	Missouri	MO
29	2014	HIVincidence	9.2	Missouri	MO
29	2014	HIVdiagnoses	468	Missouri	MO
29	2015	HIVincidence	9.1	Missouri	MO
29	2015	HIVdiagnoses	464	Missouri	MO
29	2016	HIVincidence	10	Missouri	MO
29	2016	HIVdiagnoses	511	Missouri	MO
30	2008	HIVincidence	2.7	Montana	MT
30	2008	HIVdiagnoses	22	Montana	MT
30	2009	HIVincidence	3.9	Montana	MT
30	2009	HIVdiagnoses	32	Montana	MT
30	2010	HIVincidence	2.4	Montana	MT
30	2010	HIVdiagnoses	20	Montana	MT
30	2011	HIVincidence	2.6	Montana	MT
30	2011	HIVdiagnoses	22	Montana	MT
30	2012	HIVincidence	2.4	Montana	MT
30	2012	HIVdiagnoses	20	Montana	MT
30	2013	HIVincidence	2.6	Montana	MT
30	2013	HIVdiagnoses	22	Montana	MT
30	2014	HIVincidence	1.6	Montana	MT
30	2014	HIVdiagnoses	14	Montana	MT
30	2015	HIVincidence	2.2	Montana	MT
30	2015	HIVdiagnoses	19	Montana	MT
30	2016	HIVincidence	1.9	Montana	MT
30	2016	HIVdiagnoses	17	Montana	MT
31	2008	HIVincidence	6.7	Nebraska	NE
31	2008	HIVdiagnoses	97	Nebraska	NE
31	2009	HIVincidence	7.4	Nebraska	NE
31	2009	HIVdiagnoses	108	Nebraska	NE
31	2010	HIVincidence	7.7	Nebraska	NE
31	2010	HIVdiagnoses	115	Nebraska	NE
31	2011	HIVincidence	5.3	Nebraska	NE
31	2011	HIVdiagnoses	79	Nebraska	NE
31	2012	HIVincidence	5.5	Nebraska	NE
31	2012	HIVdiagnoses	83	Nebraska	NE
31	2013	HIVincidence	5.2	Nebraska	NE
31	2013	HIVdiagnoses	79	Nebraska	NE
31	2014	HIVincidence	5.7	Nebraska	NE
31	2014	HIVdiagnoses	88	Nebraska	NE
31	2015	HIVincidence	5.2	Nebraska	NE
31	2015	HIVdiagnoses	81	Nebraska	NE
31	2016	HIVincidence	4.9	Nebraska	NE
31	2016	HIVdiagnoses	76	Nebraska	NE
32	2008	HIVincidence	18.6	Nevada	NV
32	2008	HIVdiagnoses	395	Nevada	NV
32	2009	HIVincidence	17.2	Nevada	NV
32	2009	HIVdiagnoses	369	Nevada	NV
32	2010	HIVincidence	17	Nevada	NV
32	2010	HIVdiagnoses	377	Nevada	NV
32	2011	HIVincidence	17.1	Nevada	NV
32	2011	HIVdiagnoses	383	Nevada	NV
32	2012	HIVincidence	15.9	Nevada	NV
32	2012	HIVdiagnoses	362	Nevada	NV
32	2013	HIVincidence	18.8	Nevada	NV
32	2013	HIVdiagnoses	435	Nevada	NV
32	2014	HIVincidence	18.6	Nevada	NV
32	2014	HIVdiagnoses	438	Nevada	NV
32	2015	HIVincidence	20	Nevada	NV
32	2015	HIVdiagnoses	480	Nevada	NV
32	2016	HIVincidence	21.4	Nevada	NV
32	2016	HIVdiagnoses	525	Nevada	NV
33	2008	HIVincidence	3.9	New Hampshire	NH
33	2008	HIVdiagnoses	44	New Hampshire	NH
33	2009	HIVincidence	3.6	New Hampshire	NH
33	2009	HIVdiagnoses	40	New Hampshire	NH
33	2010	HIVincidence	4.5	New Hampshire	NH
33	2010	HIVdiagnoses	50	New Hampshire	NH
33	2011	HIVincidence	3.5	New Hampshire	NH
33	2011	HIVdiagnoses	39	New Hampshire	NH
33	2012	HIVincidence	4.2	New Hampshire	NH
33	2012	HIVdiagnoses	47	New Hampshire	NH
33	2013	HIVincidence	3	New Hampshire	NH
33	2013	HIVdiagnoses	34	New Hampshire	NH
33	2014	HIVincidence	3.6	New Hampshire	NH
33	2014	HIVdiagnoses	41	New Hampshire	NH
33	2015	HIVincidence	2.1	New Hampshire	NH
33	2015	HIVdiagnoses	24	New Hampshire	NH
33	2016	HIVincidence	3.6	New Hampshire	NH
33	2016	HIVdiagnoses	42	New Hampshire	NH
34	2008	HIVincidence	20.5	New Jersey	NJ
34	2008	HIVdiagnoses	1478	New Jersey	NJ
34	2009	HIVincidence	19.9	New Jersey	NJ
34	2009	HIVdiagnoses	1445	New Jersey	NJ
34	2010	HIVincidence	18.7	New Jersey	NJ
34	2010	HIVdiagnoses	1372	New Jersey	NJ
34	2011	HIVincidence	16.1	New Jersey	NJ
34	2011	HIVdiagnoses	1191	New Jersey	NJ
34	2012	HIVincidence	17.4	New Jersey	NJ
34	2012	HIVdiagnoses	1291	New Jersey	NJ
34	2013	HIVincidence	16	New Jersey	NJ
34	2013	HIVdiagnoses	1194	New Jersey	NJ
34	2014	HIVincidence	16.5	New Jersey	NJ
34	2014	HIVdiagnoses	1241	New Jersey	NJ
34	2015	HIVincidence	15.4	New Jersey	NJ
34	2015	HIVdiagnoses	1161	New Jersey	NJ
34	2016	HIVincidence	15.2	New Jersey	NJ
34	2016	HIVdiagnoses	1143	New Jersey	NJ
35	2008	HIVincidence	9.4	New Mexico	NM
35	2008	HIVdiagnoses	152	New Mexico	NM
35	2009	HIVincidence	9.9	New Mexico	NM
35	2009	HIVdiagnoses	162	New Mexico	NM
35	2010	HIVincidence	8.8	New Mexico	NM
35	2010	HIVdiagnoses	148	New Mexico	NM
35	2011	HIVincidence	8	New Mexico	NM
35	2011	HIVdiagnoses	137	New Mexico	NM
35	2012	HIVincidence	6.9	New Mexico	NM
35	2012	HIVdiagnoses	119	New Mexico	NM
35	2013	HIVincidence	8.4	New Mexico	NM
35	2013	HIVdiagnoses	144	New Mexico	NM
35	2014	HIVincidence	7.7	New Mexico	NM
35	2014	HIVdiagnoses	133	New Mexico	NM
35	2015	HIVincidence	7.9	New Mexico	NM
35	2015	HIVdiagnoses	137	New Mexico	NM
35	2016	HIVincidence	7.2	New Mexico	NM
35	2016	HIVdiagnoses	125	New Mexico	NM
36	2008	HIVincidence	29.7	New York	NY
36	2008	HIVdiagnoses	4846	New York	NY
36	2009	HIVincidence	26.7	New York	NY
36	2009	HIVdiagnoses	4387	New York	NY
36	2010	HIVincidence	24.7	New York	NY
36	2010	HIVdiagnoses	4036	New York	NY
36	2011	HIVincidence	23.5	New York	NY
36	2011	HIVdiagnoses	3870	New York	NY
36	2012	HIVincidence	21.8	New York	NY
36	2012	HIVdiagnoses	3611	New York	NY
36	2013	HIVincidence	19.8	New York	NY
36	2013	HIVdiagnoses	3295	New York	NY
36	2014	HIVincidence	20.2	New York	NY
36	2014	HIVdiagnoses	3371	New York	NY
36	2015	HIVincidence	18.6	New York	NY
36	2015	HIVdiagnoses	3108	New York	NY
36	2016	HIVincidence	17.2	New York	NY
36	2016	HIVdiagnoses	2875	New York	NY
37	2008	HIVincidence	23.3	North Carolina	NC
37	2008	HIVdiagnoses	1775	North Carolina	NC
37	2009	HIVincidence	20.9	North Carolina	NC
37	2009	HIVdiagnoses	1613	North Carolina	NC
37	2010	HIVincidence	18.3	North Carolina	NC
37	2010	HIVdiagnoses	1450	North Carolina	NC
37	2011	HIVincidence	18.3	North Carolina	NC
37	2011	HIVdiagnoses	1462	North Carolina	NC
37	2012	HIVincidence	15.4	North Carolina	NC
37	2012	HIVdiagnoses	1250	North Carolina	NC
37	2013	HIVincidence	15.8	North Carolina	NC
37	2013	HIVdiagnoses	1297	North Carolina	NC
37	2014	HIVincidence	15.9	North Carolina	NC
37	2014	HIVdiagnoses	1322	North Carolina	NC
37	2015	HIVincidence	15.8	North Carolina	NC
37	2015	HIVdiagnoses	1331	North Carolina	NC
37	2016	HIVincidence	16.5	North Carolina	NC
37	2016	HIVdiagnoses	1404	North Carolina	NC
38	2008	HIVincidence	2.4	North Dakota	ND
38	2008	HIVdiagnoses	13	North Dakota	ND
38	2009	HIVincidence	2.4	North Dakota	ND
38	2009	HIVdiagnoses	13	North Dakota	ND
38	2010	HIVincidence	2.3	North Dakota	ND
38	2010	HIVdiagnoses	13	North Dakota	ND
38	2011	HIVincidence	2.1	North Dakota	ND
38	2011	HIVdiagnoses	12	North Dakota	ND
38	2012	HIVincidence	1.9	North Dakota	ND
38	2012	HIVdiagnoses	11	North Dakota	ND
38	2013	HIVincidence	3.2	North Dakota	ND
38	2013	HIVdiagnoses	19	North Dakota	ND
38	2014	HIVincidence	3.4	North Dakota	ND
38	2014	HIVdiagnoses	21	North Dakota	ND
38	2015	HIVincidence	3.2	North Dakota	ND
38	2015	HIVdiagnoses	20	North Dakota	ND
38	2016	HIVincidence	7.4	North Dakota	ND
38	2016	HIVdiagnoses	46	North Dakota	ND
39	2008	HIVincidence	11.1	Ohio	OH
39	2008	HIVdiagnoses	1063	Ohio	OH
39	2009	HIVincidence	10.9	Ohio	OH
39	2009	HIVdiagnoses	1049	Ohio	OH
39	2010	HIVincidence	10.2	Ohio	OH
39	2010	HIVdiagnoses	984	Ohio	OH
39	2011	HIVincidence	10.8	Ohio	OH
39	2011	HIVdiagnoses	1042	Ohio	OH
39	2012	HIVincidence	10.5	Ohio	OH
39	2012	HIVdiagnoses	1013	Ohio	OH
39	2013	HIVincidence	10.8	Ohio	OH
39	2013	HIVdiagnoses	1043	Ohio	OH
39	2014	HIVincidence	9.8	Ohio	OH
39	2014	HIVdiagnoses	952	Ohio	OH
39	2015	HIVincidence	9.6	Ohio	OH
39	2015	HIVdiagnoses	931	Ohio	OH
39	2016	HIVincidence	9.9	Ohio	OH
39	2016	HIVdiagnoses	969	Ohio	OH
40	2008	HIVincidence	9.6	Oklahoma	OK
40	2008	HIVdiagnoses	287	Oklahoma	OK
40	2009	HIVincidence	10	Oklahoma	OK
40	2009	HIVdiagnoses	300	Oklahoma	OK
40	2010	HIVincidence	9.3	Oklahoma	OK
40	2010	HIVdiagnoses	286	Oklahoma	OK
40	2011	HIVincidence	10.1	Oklahoma	OK
40	2011	HIVdiagnoses	314	Oklahoma	OK
40	2012	HIVincidence	9.1	Oklahoma	OK
40	2012	HIVdiagnoses	285	Oklahoma	OK
40	2013	HIVincidence	10.5	Oklahoma	OK
40	2013	HIVdiagnoses	332	Oklahoma	OK
40	2014	HIVincidence	9.5	Oklahoma	OK
40	2014	HIVdiagnoses	303	Oklahoma	OK
40	2015	HIVincidence	9.9	Oklahoma	OK
40	2015	HIVdiagnoses	318	Oklahoma	OK
40	2016	HIVincidence	9.1	Oklahoma	OK
40	2016	HIVdiagnoses	293	Oklahoma	OK
41	2008	HIVincidence	9.1	Oregon	OR
41	2008	HIVdiagnoses	286	Oregon	OR
41	2009	HIVincidence	7.9	Oregon	OR
41	2009	HIVdiagnoses	251	Oregon	OR
41	2010	HIVincidence	7.5	Oregon	OR
41	2010	HIVdiagnoses	242	Oregon	OR
41	2011	HIVincidence	7.4	Oregon	OR
41	2011	HIVdiagnoses	241	Oregon	OR
41	2012	HIVincidence	8.2	Oregon	OR
41	2012	HIVdiagnoses	268	Oregon	OR
41	2013	HIVincidence	6.9	Oregon	OR
41	2013	HIVdiagnoses	230	Oregon	OR
41	2014	HIVincidence	7.1	Oregon	OR
41	2014	HIVdiagnoses	239	Oregon	OR
41	2015	HIVincidence	6.4	Oregon	OR
41	2015	HIVdiagnoses	218	Oregon	OR
41	2016	HIVincidence	6.4	Oregon	OR
41	2016	HIVdiagnoses	221	Oregon	OR
42	2008	HIVincidence	17	Pennsylvania	PA
42	2008	HIVdiagnoses	1801	Pennsylvania	PA
42	2009	HIVincidence	15.8	Pennsylvania	PA
42	2009	HIVdiagnoses	1679	Pennsylvania	PA
42	2010	HIVincidence	14	Pennsylvania	PA
42	2010	HIVdiagnoses	1503	Pennsylvania	PA
42	2011	HIVincidence	12.9	Pennsylvania	PA
42	2011	HIVdiagnoses	1394	Pennsylvania	PA
42	2012	HIVincidence	13.2	Pennsylvania	PA
42	2012	HIVdiagnoses	1433	Pennsylvania	PA
42	2013	HIVincidence	12.2	Pennsylvania	PA
42	2013	HIVdiagnoses	1321	Pennsylvania	PA
42	2014	HIVincidence	11.1	Pennsylvania	PA
42	2014	HIVdiagnoses	1211	Pennsylvania	PA
42	2015	HIVincidence	10.8	Pennsylvania	PA
42	2015	HIVdiagnoses	1177	Pennsylvania	PA
42	2016	HIVincidence	10.6	Pennsylvania	PA
42	2016	HIVdiagnoses	1150	Pennsylvania	PA
44	2008	HIVincidence	14	Rhode Island	RI
44	2008	HIVdiagnoses	125	Rhode Island	RI
44	2009	HIVincidence	13.6	Rhode Island	RI
44	2009	HIVdiagnoses	122	Rhode Island	RI
44	2010	HIVincidence	13	Rhode Island	RI
44	2010	HIVdiagnoses	117	Rhode Island	RI
44	2011	HIVincidence	11.2	Rhode Island	RI
44	2011	HIVdiagnoses	101	Rhode Island	RI
44	2012	HIVincidence	8.7	Rhode Island	RI
44	2012	HIVdiagnoses	78	Rhode Island	RI
44	2013	HIVincidence	8.7	Rhode Island	RI
44	2013	HIVdiagnoses	79	Rhode Island	RI
44	2014	HIVincidence	9.8	Rhode Island	RI
44	2014	HIVdiagnoses	89	Rhode Island	RI
44	2015	HIVincidence	7	Rhode Island	RI
44	2015	HIVdiagnoses	64	Rhode Island	RI
44	2016	HIVincidence	7.7	Rhode Island	RI
44	2016	HIVdiagnoses	70	Rhode Island	RI
45	2008	HIVincidence	18.9	South Carolina	SC
45	2008	HIVdiagnoses	706	South Carolina	SC
45	2009	HIVincidence	20.3	South Carolina	SC
45	2009	HIVdiagnoses	766	South Carolina	SC
45	2010	HIVincidence	20	South Carolina	SC
45	2010	HIVdiagnoses	770	South Carolina	SC
45	2011	HIVincidence	19	South Carolina	SC
45	2011	HIVdiagnoses	741	South Carolina	SC
45	2012	HIVincidence	17.7	South Carolina	SC
45	2012	HIVdiagnoses	699	South Carolina	SC
45	2013	HIVincidence	17.9	South Carolina	SC
45	2013	HIVdiagnoses	713	South Carolina	SC
45	2014	HIVincidence	18.7	South Carolina	SC
45	2014	HIVdiagnoses	757	South Carolina	SC
45	2015	HIVincidence	16.2	South Carolina	SC
45	2015	HIVdiagnoses	668	South Carolina	SC
45	2016	HIVincidence	18.1	South Carolina	SC
45	2016	HIVdiagnoses	757	South Carolina	SC
46	2008	HIVincidence	4.4	South Dakota	SD
46	2008	HIVdiagnoses	29	South Dakota	SD
46	2009	HIVincidence	3.3	South Dakota	SD
46	2009	HIVdiagnoses	22	South Dakota	SD
46	2010	HIVincidence	4.8	South Dakota	SD
46	2010	HIVdiagnoses	32	South Dakota	SD
46	2011	HIVincidence	3.1	South Dakota	SD
46	2011	HIVdiagnoses	21	South Dakota	SD
46	2012	HIVincidence	3.5	South Dakota	SD
46	2012	HIVdiagnoses	24	South Dakota	SD
46	2013	HIVincidence	4.6	South Dakota	SD
46	2013	HIVdiagnoses	32	South Dakota	SD
46	2014	HIVincidence	4	South Dakota	SD
46	2014	HIVdiagnoses	28	South Dakota	SD
46	2015	HIVincidence	3.3	South Dakota	SD
46	2015	HIVdiagnoses	23	South Dakota	SD
46	2016	HIVincidence	5.5	South Dakota	SD
46	2016	HIVdiagnoses	39	South Dakota	SD
47	2008	HIVincidence	19.3	Tennessee	TN
47	2008	HIVdiagnoses	1000	Tennessee	TN
47	2009	HIVincidence	17.9	Tennessee	TN
47	2009	HIVdiagnoses	935	Tennessee	TN
47	2010	HIVincidence	16.2	Tennessee	TN
47	2010	HIVdiagnoses	855	Tennessee	TN
47	2011	HIVincidence	15.8	Tennessee	TN
47	2011	HIVdiagnoses	844	Tennessee	TN
47	2012	HIVincidence	15.9	Tennessee	TN
47	2012	HIVdiagnoses	856	Tennessee	TN
47	2013	HIVincidence	14.4	Tennessee	TN
47	2013	HIVdiagnoses	782	Tennessee	TN
47	2014	HIVincidence	13.8	Tennessee	TN
47	2014	HIVdiagnoses	758	Tennessee	TN
47	2015	HIVincidence	13.4	Tennessee	TN
47	2015	HIVdiagnoses	740	Tennessee	TN
47	2016	HIVincidence	12.8	Tennessee	TN
47	2016	HIVdiagnoses	715	Tennessee	TN
48	2008	HIVincidence	21.6	Texas	TX
48	2008	HIVdiagnoses	4172	Texas	TX
48	2009	HIVincidence	22.1	Texas	TX
48	2009	HIVdiagnoses	4352	Texas	TX
48	2010	HIVincidence	22	Texas	TX
48	2010	HIVdiagnoses	4460	Texas	TX
48	2011	HIVincidence	20.8	Texas	TX
48	2011	HIVdiagnoses	4277	Texas	TX
48	2012	HIVincidence	20.6	Texas	TX
48	2012	HIVdiagnoses	4322	Texas	TX
48	2013	HIVincidence	20.3	Texas	TX
48	2013	HIVdiagnoses	4331	Texas	TX
48	2014	HIVincidence	20.3	Texas	TX
48	2014	HIVdiagnoses	4417	Texas	TX
48	2015	HIVincidence	20.2	Texas	TX
48	2015	HIVdiagnoses	4479	Texas	TX
48	2016	HIVincidence	19.8	Texas	TX
48	2016	HIVdiagnoses	4464	Texas	TX
49	2008	HIVincidence	6	Utah	UT
49	2008	HIVdiagnoses	126	Utah	UT
49	2009	HIVincidence	5.7	Utah	UT
49	2009	HIVdiagnoses	122	Utah	UT
49	2010	HIVincidence	3.9	Utah	UT
49	2010	HIVdiagnoses	83	Utah	UT
49	2011	HIVincidence	5	Utah	UT
49	2011	HIVdiagnoses	107	Utah	UT
49	2012	HIVincidence	5.5	Utah	UT
49	2012	HIVdiagnoses	121	Utah	UT
49	2013	HIVincidence	4.8	Utah	UT
49	2013	HIVdiagnoses	108	Utah	UT
49	2014	HIVincidence	5.1	Utah	UT
49	2014	HIVdiagnoses	116	Utah	UT
49	2015	HIVincidence	5.4	Utah	UT
49	2015	HIVdiagnoses	126	Utah	UT
49	2016	HIVincidence	5.7	Utah	UT
49	2016	HIVdiagnoses	135	Utah	UT
